,SK_ID_PREV,SK_ID_CURR,MONTHS_BALANCE,AMT_BALANCE,AMT_CREDIT_LIMIT_ACTUAL,AMT_DRAWINGS_ATM_CURRENT,AMT_DRAWINGS_CURRENT,AMT_DRAWINGS_OTHER_CURRENT,AMT_DRAWINGS_POS_CURRENT,AMT_INST_MIN_REGULARITY,AMT_PAYMENT_CURRENT,AMT_PAYMENT_TOTAL_CURRENT,AMT_RECEIVABLE_PRINCIPAL,AMT_RECIVABLE,AMT_TOTAL_RECEIVABLE,CNT_DRAWINGS_ATM_CURRENT,CNT_DRAWINGS_CURRENT,CNT_DRAWINGS_OTHER_CURRENT,CNT_DRAWINGS_POS_CURRENT,CNT_INSTALMENT_MATURE_CUM,NAME_CONTRACT_STATUS,SK_DPD,SK_DPD_DEF
2671749,2833536,100067,-7,46329.885,45000,0.0,5673.195,0.0,5673.195,2250.0,4500.0,4500.0,44988.345,46329.885,46329.885,0.0,2,0.0,2.0,59.0,Active,0,0
2673656,2038692,100013,-1,0.0,45000,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
2674088,1856124,100086,-41,32942.7,112500,0.0,0.0,0.0,0.0,5625.0,11250.0,11250.0,30381.3,32942.7,32942.7,0.0,0,0.0,0.0,40.0,Active,0,0
2674883,1843384,100011,-5,0.0,90000,0.0,0.0,0.0,0.0,0.0,563.355,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
2681171,1060558,100048,-22,169500.375,225000,0.0,60696.0,0.0,60696.0,8930.205,13500.0,13500.0,165104.235,170969.49,170969.49,0.0,1,0.0,1.0,8.0,Active,0,0
2684587,1843384,100011,-8,0.0,90000,0.0,0.0,0.0,0.0,0.0,563.355,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
2687154,1914954,100028,-24,13363.2,225000,0.0,10312.785,0.0,10312.785,11250.0,11250.0,11250.0,12656.025,13363.2,13363.2,0.0,4,0.0,4.0,17.0,Active,0,0
2694047,1843384,100011,-13,0.0,90000,0.0,0.0,0.0,0.0,0.0,563.355,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
2694883,1595956,100100,-3,0.0,45000,0.0,0.0,0.0,0.0,0.0,483.345,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,58.0,Active,0,0
2697412,1060558,100048,-12,0.0,225000,0.0,0.0,0.0,0.0,0.0,1458.27,1458.27,0.0,0.0,0.0,0.0,0,0.0,0.0,17.0,Active,0,0
2703597,2038692,100013,-23,0.0,157500,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
2710868,1060558,100048,-17,133819.56,225000,0.0,0.0,0.0,0.0,7852.725,13500.0,13500.0,130054.635,135114.705,135114.705,0.0,0,0.0,0.0,13.0,Active,0,0
2714055,2137382,100042,-29,0.0,90000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2728029,2137382,100042,-46,763.965,90000,0.0,0.0,0.0,0.0,4500.0,70020.0,70020.0,0.0,-32.85,-32.85,0.0,0,0.0,0.0,38.0,Active,0,0
2739019,1843384,100011,-2,0.0,90000,0.0,0.0,0.0,0.0,0.0,563.355,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
2739629,2628319,100082,-8,0.0,0,0.0,0.0,0.0,0.0,0.0,69.39,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,30.0,Active,0,0
2740976,1060558,100048,-13,0.0,225000,0.0,0.0,0.0,0.0,130.5,1588.77,1588.77,0.0,0.0,0.0,0.0,0,0.0,0.0,17.0,Active,0,0
2744964,2038692,100013,-62,0.0,157500,0.0,0.0,0.0,0.0,67.5,341.82,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
2749804,2628319,100082,-67,1575.0,135000,0.0,0.0,0.0,0.0,0.0,306.0,306.0,0.0,1571.31,1571.31,0.0,0,0.0,0.0,20.0,Active,0,0
2758712,2628319,100082,-57,178.11,135000,0.0,0.0,0.0,0.0,67.5,0.0,0.0,0.0,178.11,178.11,0.0,0,0.0,0.0,28.0,Active,32,0
2763020,1595956,100100,-54,31335.03,90000,0.0,0.0,0.0,0.0,4500.0,22500.0,22500.0,29373.435,31335.03,31335.03,0.0,0,0.0,0.0,40.0,Active,0,0
2769686,2137382,100042,-38,0.0,90000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2770017,1794209,100050,-6,0.0,180000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2771280,1843384,100011,-37,0.0,180000,0.0,0.0,0.0,0.0,0.0,563.355,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
2771314,1595956,100100,-40,50631.57,90000,45000.0,45000.0,0.0,0.0,4500.0,51750.0,51750.0,46688.985,50631.57,50631.57,1.0,1,0.0,0.0,45.0,Active,0,0
2787951,2137382,100042,-77,83568.51,90000,0.0,0.0,0.0,0.0,4500.0,8775.0,8775.0,80880.57,83568.51,83568.51,0.0,0,0.0,0.0,7.0,Active,0,0
2790056,1595956,100100,-28,269.46,90000,0.0,0.0,0.0,0.0,4500.0,44775.0,44775.0,0.0,0.0,0.0,0.0,0,0.0,0.0,57.0,Active,0,0
2791084,2628319,100082,-30,0.0,135000,0.0,0.0,0.0,0.0,0.0,69.39,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,30.0,Active,0,0
2794844,1595956,100100,-26,0.0,90000,0.0,0.0,0.0,0.0,0.0,483.345,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,58.0,Active,0,0
2803140,1595956,100100,-73,91019.025,90000,4500.0,4500.0,0.0,0.0,4500.0,4500.0,4500.0,87399.9,91019.025,91019.025,1.0,1,0.0,0.0,21.0,Active,0,0
2805054,1595956,100100,-49,0.0,90000,0.0,0.0,0.0,0.0,0.0,320.13,0.0,0.0,-320.13,-320.13,0.0,0,0.0,0.0,43.0,Active,0,0
2806993,1595956,100100,-81,71594.73,90000,0.0,0.0,0.0,0.0,4500.0,9000.0,9000.0,69098.94,71594.73,71594.73,0.0,0,0.0,0.0,13.0,Active,0,0
2807628,1557583,100043,-27,381347.82,427500,0.0,0.0,0.0,0.0,19367.865,0.0,0.0,364857.165,381347.82,381347.82,0.0,0,0.0,0.0,5.0,Active,0,0
2812613,1595956,100100,-23,0.0,90000,0.0,0.0,0.0,0.0,0.0,483.345,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,58.0,Active,0,0
2816773,2833536,100067,-54,28499.31,45000,0.0,0.0,0.0,0.0,2250.0,2250.0,2250.0,27300.375,28499.31,28499.31,0.0,0,0.0,0.0,32.0,Active,0,0
2821676,2594025,100021,-10,0.0,675000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Completed,0,0
2836276,2833536,100067,-13,44870.265,45000,0.0,28800.0,0.0,28800.0,2250.0,2250.0,2250.0,43641.81,44870.265,44870.265,0.0,2,0.0,2.0,53.0,Active,0,0
2842867,1856124,100086,-17,0.0,112500,0.0,0.0,0.0,0.0,0.0,414.54,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,52.0,Active,0,0
2844057,1843384,100011,-52,94741.56,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,90493.29,94741.56,94741.56,0.0,0,0.0,0.0,23.0,Active,0,0
2845230,2038692,100013,-24,0.0,157500,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
2860983,1856124,100086,-22,0.0,112500,0.0,0.0,0.0,0.0,0.0,414.54,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,52.0,Active,0,0
2861568,2628319,100082,-24,0.0,135000,0.0,0.0,0.0,0.0,0.0,69.39,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,30.0,Active,0,0
2871612,1856124,100086,-75,114529.23,112500,0.0,0.0,0.0,0.0,5625.0,5625.0,5625.0,107476.065,114636.555,114743.88,0.0,0,0.0,0.0,6.0,Active,1,1
2872262,2628319,100082,-31,0.0,135000,0.0,0.0,0.0,0.0,0.0,69.39,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,30.0,Active,0,0
2876752,2137382,100042,-18,0.0,45000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2881801,2621538,100036,-8,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2892801,1856124,100086,-58,82316.34,112500,0.0,0.0,0.0,0.0,5625.0,5625.0,5625.0,78663.69,82316.34,82316.34,0.0,0,0.0,0.0,23.0,Active,1,1
2901954,1794209,100050,-5,0.0,180000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2903378,2833536,100067,-66,40603.41,45000,0.0,0.0,0.0,0.0,2250.0,2250.0,2250.0,39214.53,40603.41,40603.41,0.0,0,0.0,0.0,20.0,Active,0,0
2908702,2038692,100013,-65,410.985,157500,0.0,0.0,0.0,0.0,7875.0,40680.0,40680.0,0.0,0.0,0.0,0.0,0,0.0,0.0,19.0,Active,0,0
2909523,1595956,100100,-89,51078.24,90000,22500.0,45000.0,22500.0,0.0,4500.0,45000.0,45000.0,45679.5,51078.24,51078.24,1.0,2,1.0,0.0,5.0,Active,0,0
2910765,2833536,100067,-39,0.0,45000,0.0,0.0,0.0,0.0,0.0,168.345,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,40.0,Active,0,0
2913411,1595956,100100,-77,64238.445,90000,0.0,0.0,0.0,0.0,4500.0,13500.0,13500.0,61825.365,64238.445,64238.445,0.0,0,0.0,0.0,17.0,Active,0,0
2917236,2137382,100042,-67,42755.085,90000,0.0,0.0,0.0,0.0,4500.0,13500.0,13500.0,40606.29,42755.085,42755.085,0.0,0,0.0,0.0,17.0,Active,0,0
2935675,2628319,100082,-38,0.0,135000,0.0,0.0,0.0,0.0,0.0,69.39,0.0,0.0,-69.39,-69.39,0.0,0,0.0,0.0,30.0,Active,0,0
2938110,1557583,100043,-21,373329.27,427500,0.0,0.0,0.0,0.0,19967.4,22050.0,2586.69,367216.245,373329.27,373329.27,0.0,0,0.0,0.0,11.0,Active,0,0
2945007,1595956,100100,-32,55765.125,90000,0.0,0.0,0.0,0.0,4500.0,9000.0,9000.0,53478.54,55765.125,55765.125,0.0,0,0.0,0.0,53.0,Active,0,0
2945251,2137382,100042,-72,48456.315,90000,0.0,0.0,0.0,0.0,4500.0,13500.0,13500.0,46243.8,48456.315,48456.315,0.0,0,0.0,0.0,12.0,Active,0,0
2958607,1856124,100086,-40,29752.74,112500,0.0,0.0,0.0,0.0,5625.0,5625.0,5625.0,27317.7,29752.74,29752.74,0.0,0,0.0,0.0,41.0,Active,0,0
2980868,1596605,100075,-6,245289.465,225000,145125.0,145125.0,0.0,0.0,7357.995,95400.0,95400.0,215824.95,227252.115,227252.115,10.0,10,0.0,0.0,3.0,Active,0,0
2982511,1595956,100100,-36,73289.88,90000,0.0,0.0,0.0,0.0,4500.0,9000.0,9000.0,70753.995,73289.88,73289.88,0.0,0,0.0,0.0,49.0,Active,0,0
2984646,1852787,100066,-10,0.0,135000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2989414,1843384,100011,-22,0.0,180000,0.0,0.0,0.0,0.0,0.0,563.355,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
2993800,2038692,100013,-41,0.0,157500,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
2996571,2038692,100013,-26,0.0,157500,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
2997646,2628319,100082,-10,0.0,0,0.0,0.0,0.0,0.0,0.0,69.39,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,30.0,Active,0,0
3001142,2137382,100042,-44,0.0,90000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
3008205,1843384,100011,-11,0.0,90000,0.0,0.0,0.0,0.0,0.0,563.355,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
3008976,1565121,100083,-6,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
3015570,1565121,100083,-20,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
3017565,1914954,100028,-11,18248.895,225000,0.0,16552.26,0.0,16552.26,11250.0,15750.0,15750.0,17519.67,17893.395,17893.395,0.0,6,0.0,6.0,30.0,Active,0,0
3024657,1856124,100086,-56,78172.92,112500,0.0,0.0,0.0,0.0,5625.0,5625.0,5625.0,74620.845,78172.92,78172.92,0.0,0,0.0,0.0,25.0,Active,1,1
3033570,1914954,100028,-18,17615.835,225000,0.0,17964.855,0.0,17964.855,6197.13,8550.0,8550.0,17260.335,17260.335,17260.335,0.0,7,0.0,7.0,23.0,Active,0,0
3034165,1209367,100049,-6,91464.03,90000,9000.0,10736.91,0.0,1736.91,2250.0,4996.485,225.225,88413.255,91032.03,91032.03,1.0,4,0.0,3.0,1.0,Active,0,0
3037633,2137382,100042,-81,88493.715,90000,0.0,0.0,0.0,0.0,4500.0,4342.5,4342.5,85754.97,88493.715,88493.715,0.0,0,0.0,0.0,3.0,Active,1,0
3040640,1856124,100086,-43,39065.445,112500,0.0,0.0,0.0,0.0,5625.0,5625.0,5625.0,36401.94,39065.445,39065.445,0.0,0,0.0,0.0,38.0,Active,0,0
3053086,1595956,100100,-91,55264.5,90000,0.0,0.0,0.0,0.0,4500.0,13500.0,13500.0,53914.5,55264.5,55264.5,0.0,0,0.0,0.0,3.0,Active,0,0
3053153,2628319,100082,-87,129551.895,135000,45000.0,45000.0,0.0,0.0,6750.0,13500.0,13500.0,124686.495,129551.895,129551.895,1.0,1,0.0,0.0,1.0,Active,0,0
3056074,2628319,100082,-21,0.0,135000,0.0,0.0,0.0,0.0,0.0,69.39,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,30.0,Active,0,0
3057659,1565121,100083,-9,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
3059289,2444847,100090,-22,0.0,450000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
3060632,1914954,100028,-9,6438.33,225000,0.0,5996.835,0.0,5996.835,7855.11,7875.0,7875.0,5976.945,6082.83,6082.83,0.0,3,0.0,3.0,32.0,Active,0,0
3069530,1595956,100100,-63,68745.15,90000,0.0,0.0,0.0,0.0,4500.0,0.0,0.0,63852.84,68745.15,68745.15,0.0,0,0.0,0.0,31.0,Active,1,1
3074557,1595956,100100,-15,0.0,45000,0.0,0.0,0.0,0.0,0.0,483.345,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,58.0,Active,0,0
3074631,2137382,100042,-74,70911.585,90000,0.0,0.0,0.0,0.0,4500.0,13275.0,13275.0,68383.35,70911.585,70911.585,0.0,0,0.0,0.0,10.0,Active,0,0
3083854,2833536,100067,-48,191.88,45000,0.0,0.0,0.0,0.0,2250.0,13320.0,13320.0,0.0,-235.845,-235.845,0.0,0,0.0,0.0,38.0,Active,0,0
3086904,2628319,100082,-59,67.5,135000,0.0,0.0,0.0,0.0,67.5,91.89,0.0,0.0,43.11,43.11,0.0,0,0.0,0.0,26.0,Active,0,0
3087973,1856124,100086,-64,93699.315,112500,0.0,0.0,0.0,0.0,5625.0,5625.0,5625.0,89802.99,93699.315,93699.315,0.0,0,0.0,0.0,17.0,Active,1,1
3095043,2137382,100042,-28,0.0,90000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
3106336,2628319,100082,-47,0.0,135000,0.0,0.0,0.0,0.0,0.0,69.39,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,30.0,Active,0,0
3107419,1565121,100083,-8,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
3114049,2038692,100013,-61,0.0,157500,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
3123449,1472630,100047,-9,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
3131464,1843384,100011,-75,189000.0,180000,180000.0,180000.0,0.0,0.0,,0.0,0.0,180000.0,189000.0,189000.0,4.0,4,0.0,0.0,,Active,0,0
3132555,2628319,100082,-80,35487.495,135000,0.0,0.0,0.0,0.0,6750.0,22500.0,22500.0,32536.035,35487.495,35487.495,0.0,0,0.0,0.0,8.0,Active,0,0
3139644,1856124,100086,-46,47780.01,112500,0.0,0.0,0.0,0.0,5625.0,5625.0,5625.0,44914.635,47780.01,47780.01,0.0,0,0.0,0.0,35.0,Active,0,0
3144790,2833536,100067,-21,32268.465,45000,0.0,8577.0,0.0,8577.0,2250.0,4275.0,4275.0,31152.375,32268.465,32268.465,0.0,2,0.0,2.0,45.0,Active,0,0
3150042,2628319,100082,-58,110.61,135000,0.0,0.0,0.0,0.0,67.5,24.39,0.0,0.0,110.61,110.61,0.0,0,0.0,0.0,27.0,Active,1,0
3159735,1856124,100086,-53,71494.65,112500,0.0,0.0,0.0,0.0,5625.0,5625.0,5625.0,68138.685,71494.65,71494.65,0.0,0,0.0,0.0,28.0,Active,1,1
3161808,1557583,100043,-12,0.0,45000,0.0,0.0,0.0,0.0,281.16,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,20.0,Active,0,0
3161995,1856124,100086,-67,93651.975,112500,0.0,0.0,0.0,0.0,5625.0,5625.0,5625.0,89802.99,93651.975,93651.975,0.0,0,0.0,0.0,14.0,Active,0,0
3164236,1843384,100011,-32,0.0,180000,0.0,0.0,0.0,0.0,0.0,563.355,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
3165689,1565121,100083,-19,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
3175175,2444847,100090,-26,0.0,450000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
3179567,1595956,100100,-56,59066.415,90000,0.0,0.0,0.0,0.0,4500.0,0.0,0.0,54600.075,59066.415,59066.415,0.0,0,0.0,0.0,38.0,Active,1,1
3179742,2137382,100042,-41,0.0,90000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
3181437,1691588,100077,-8,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
3184801,2833536,100067,-42,0.0,45000,0.0,0.0,0.0,0.0,0.0,168.345,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,40.0,Active,0,0
3185250,2628319,100082,-33,0.0,135000,0.0,0.0,0.0,0.0,0.0,69.39,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,30.0,Active,0,0
3197386,2628319,100082,-69,656.19,135000,0.0,0.0,0.0,0.0,6750.0,33660.0,33660.0,0.0,302.31,302.31,0.0,0,0.0,0.0,19.0,Active,0,0
3201936,1843384,100011,-31,0.0,180000,0.0,0.0,0.0,0.0,0.0,563.355,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
3212587,1843384,100011,-36,0.0,180000,0.0,0.0,0.0,0.0,0.0,563.355,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
3213379,2833536,100067,-80,43374.24,45000,0.0,0.0,0.0,0.0,2250.0,2250.0,2250.0,42009.255,43374.24,43374.24,0.0,0,0.0,0.0,6.0,Active,0,0
3214707,1914954,100028,-45,0.0,225000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
3230820,1856124,100086,-59,84288.69,112500,0.0,0.0,0.0,0.0,5625.0,5625.0,5625.0,80633.025,84288.69,84288.69,0.0,0,0.0,0.0,22.0,Active,1,1
3232079,2137382,100042,-83,76669.47,90000,0.0,11362.5,11362.5,0.0,4500.0,8887.5,8887.5,74386.125,76669.47,76669.47,0.0,1,1.0,0.0,1.0,Active,0,0
3236189,2628319,100082,-22,0.0,135000,0.0,0.0,0.0,0.0,0.0,69.39,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,30.0,Active,0,0
3241290,2038692,100013,-80,137260.845,157500,130500.0,130500.0,0.0,0.0,1078.56,3312.045,0.0,128266.515,137260.845,137260.845,7.0,7,0.0,0.0,9.0,Active,0,0
3245151,1843384,100011,-68,162659.97,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,157628.16,162659.97,162659.97,0.0,0,0.0,0.0,7.0,Active,0,0
3245598,2833536,100067,-61,36003.6,45000,0.0,0.0,0.0,0.0,2250.0,2250.0,2250.0,34689.555,36003.6,36003.6,0.0,0,0.0,0.0,25.0,Active,0,0
3249594,2833536,100067,-15,44245.53,45000,0.0,0.0,0.0,0.0,2250.0,2250.0,2250.0,42867.18,44245.53,44245.53,0.0,0,0.0,0.0,51.0,Active,0,0
3251284,1472630,100047,-39,0.0,450000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Signed,0,0
3252182,1843384,100011,-51,89959.455,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,85741.56,89959.455,89959.455,0.0,0,0.0,0.0,24.0,Active,0,0
3253445,2038692,100013,-75,0.0,157500,0.0,0.0,0.0,0.0,0.0,870.3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,13.0,Active,0,0
3256275,1595956,100100,-10,0.0,45000,0.0,0.0,0.0,0.0,0.0,483.345,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,58.0,Active,0,0
3258036,1843384,100011,-17,0.0,180000,0.0,0.0,0.0,0.0,0.0,563.355,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
3261264,2833536,100067,-85,47582.1,45000,2250.0,2250.0,0.0,0.0,2250.0,0.0,0.0,44100.0,47582.1,47582.1,1.0,1,0.0,0.0,1.0,Active,1,1
3261366,2137382,100042,-84,71911.125,90000,0.0,68175.0,68175.0,0.0,,0.0,0.0,68175.0,71911.125,71911.125,0.0,1,1.0,0.0,,Active,0,0
3263001,2038692,100013,-40,0.0,157500,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
3264629,1595956,100100,-45,0.0,90000,0.0,0.0,0.0,0.0,0.0,320.13,0.0,0.0,-320.13,-320.13,0.0,0,0.0,0.0,43.0,Active,0,0
3269660,1060558,100048,-16,133724.835,225000,0.0,0.0,0.0,0.0,7455.24,9450.0,9450.0,130204.485,134960.715,134960.715,0.0,0,0.0,0.0,14.0,Active,0,0
3273706,1852787,100066,-2,0.0,9000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
3286178,2444847,100090,-14,0.0,450000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
3292142,1595956,100100,-47,0.0,90000,0.0,0.0,0.0,0.0,0.0,320.13,0.0,0.0,-320.13,-320.13,0.0,0,0.0,0.0,43.0,Active,0,0
3295354,1557583,100043,-20,361005.21,427500,0.0,0.0,0.0,0.0,19463.31,22050.0,3137.76,356194.935,361005.21,361005.21,0.0,0,0.0,0.0,12.0,Active,0,0
3307409,2038692,100013,-34,0.0,157500,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
3309691,2137382,100042,-16,0.0,45000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
3311275,2628319,100082,-20,0.0,135000,0.0,0.0,0.0,0.0,0.0,69.39,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,30.0,Active,0,0
3321709,2833536,100067,-34,0.0,45000,0.0,0.0,0.0,0.0,0.0,168.345,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,40.0,Active,0,0
3322371,2137382,100042,-33,0.0,90000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
3325537,1843384,100011,-63,143069.31,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,138030.3,143069.31,143069.31,0.0,0,0.0,0.0,12.0,Active,0,0
3331217,1856124,100086,-74,113093.1,112500,0.0,0.0,0.0,0.0,5625.0,5625.0,5625.0,107476.065,114775.425,116457.75,0.0,0,0.0,0.0,7.0,Active,1,1
3346735,2833536,100067,-69,43169.94,45000,0.0,0.0,0.0,0.0,2250.0,4500.0,4500.0,41740.29,43169.94,43169.94,0.0,0,0.0,0.0,17.0,Active,0,0
3349617,2833536,100067,-43,0.0,45000,0.0,0.0,0.0,0.0,0.0,168.345,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,40.0,Active,0,0
3354054,2137382,100042,-60,90906.525,90000,9000.0,9000.0,0.0,0.0,4500.0,9000.0,9000.0,87096.15,90906.525,90906.525,1.0,1,0.0,0.0,24.0,Active,0,0
3357437,2628319,100082,-7,0.0,0,0.0,0.0,0.0,0.0,0.0,69.39,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,30.0,Active,0,0
3358360,1595956,100100,-80,69538.005,90000,0.0,0.0,0.0,0.0,4500.0,4500.0,4500.0,67094.73,69538.005,69538.005,0.0,0,0.0,0.0,14.0,Active,0,0
3362100,2038692,100013,-78,151663.77,157500,22500.0,22500.0,0.0,0.0,7875.0,9000.0,9000.0,146120.94,151663.77,151663.77,1.0,1,0.0,0.0,11.0,Active,0,0
3369352,1914954,100028,-31,0.0,225000,0.0,0.0,0.0,0.0,6559.47,6940.53,6918.705,0.0,0.0,0.0,0.0,0,0.0,0.0,12.0,Active,0,0
3373977,1856124,100086,-65,95542.965,112500,0.0,0.0,0.0,0.0,5625.0,5625.0,5625.0,89802.99,95542.965,95542.965,0.0,0,0.0,0.0,16.0,Active,1,1
3377340,2594025,100021,-17,0.0,675000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
3379321,2137382,100042,-48,75799.44,90000,9000.0,9000.0,0.0,0.0,4500.0,9000.0,9000.0,72140.535,75799.44,75799.44,1.0,1,0.0,0.0,36.0,Active,0,0
3383462,2038692,100013,-31,0.0,157500,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
3383625,1565121,100083,-24,0.0,90000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
3389874,1843384,100011,-64,147030.3,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,142067.115,147030.3,147030.3,0.0,0,0.0,0.0,11.0,Active,0,0
3396279,1843384,100011,-34,0.0,180000,0.0,0.0,0.0,0.0,0.0,563.355,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
3399582,1595956,100100,-79,81759.465,90000,13500.0,13500.0,0.0,0.0,4500.0,4500.0,4500.0,78538.005,81759.465,81759.465,1.0,1,0.0,0.0,15.0,Active,0,0
